delivered_orders,product_revenue,average_order_value,unique_customers,average_review_score,late_delivery_rate_pct,average_delivery_days,first_purchase_date,last_purchase_date
96478,13221498.11,137.04,93358,4.16,8.11,12.5,2016-09-15,2018-08-29
