customer_lifespan_days
3
110
1
0
87
0
0
225
224
3
106
0
22
42
1
50
1
0
336
0
0
0
4
25
134
206
22
47
160
0
39
270
285
117
0
0
21
235
0
0
257
6
0
33
0
0
2
0
3
77
89
48
0
143
180
78
59
38
2
342
53
44
0
54
26
0
15
39
78
0
0
383
409
94
0
247
194
0
110
136
0
108
99
0
403
26
140
39
122
37
0
13
1
43
0
103
32
43
0
7
154
90
20
6
112
0
41
433
18
85
0
124
19
209
103
7
0
55
193
0
162
2
47
0
1
18
0
29
41
354
270
215
29
147
44
0
212
55
126
114
51
0
4
0
235
333
0
0
48
0
212
247
23
90
28
0
36
0
325
39
3
38
573
0
101
0
369
0
0
0
312
185
114
0
217
0
0
29
0
140
7
5
92
39
328
167
177
16
104
182
0
2
0
113
0
33
51
0
0
32
27
40
0
214
130
56
0
26
16
0
145
0
32
2
103
25
152
17
421
266
3
68
165
21
164
61
10
236
11
0
254
6
91
0
42
0
132
3
122
4
91
60
0
0
0
150
28
93
221
85
0
0
0
0
0
0
69
55
122
47
0
175
175
3
6
175
0
13
11
0
15
514
51
178
0
232
76
218
69
0
19
324
0
0
0
7
89
0
84
51
1
3
0
9
317
341
96
0
123
0
94
0
14
0
0
120
0
174
0
0
0
6
0
182
16
20
116
0
329
266
0
35
35
0
0
162
0
284
347
30
0
0
0
0
6
193
4
0
0
0
0
0
0
188
0
0
1
78
86
164
185
0
459
129
0
38
0
0
193
0
29
280
55
0
0
255
0
17
236
0
108
0
133
162
54
380
0
334
115
0
0
0
60
121
132
182
194
14
79
50
12
92
82
331
6
115
97
0
0
248
392
63
0
112
162
10
418
12
0
453
174
0
93
0
398
103
6
0
343
0
24
0
0
199
170
408
14
0
0
172
91
29
44
7
46
52
151
191
14
51
1
0
239
117
71
365
1
281
0
180
127
123
133
9
2
138
107
330
6
41
20
182
245
0
0
0
0
0
0
255
114
14
1
34
154
165
5
342
12
180
0
15
100
0
91
54
247
0
252
222
83
70
59
26
75
242
307
182
21
0
25
0
2
41
227
0
0
76
276
2
19
120
172
44
327
19
213
223
0
0
0
0
472
35
41
127
0
0
275
37
137
0
402
0
10
0
205
21
0
0
7
22
294
26
37
37
132
213
130
133
165
20
117
99
22
485
0
87
67
0
0
348
0
10
0
97
146
96
335
71
13
26
0
10
0
281
73
405
8
183
6
117
179
0
14
31
0
0
0
0
26
143
0
133
0
8
90
161
260
114
25
42
3
0
1
0
18
0
105
236
47
91
64
74
0
0
97
127
0
12
0
0
0
331
376
25
9
52
0
361
21
92
266
1
0
456
20
0
60
201
0
0
16
0
0
231
0
0
6
29
524
42
0
116
0
32
0
167
0
73
159
66
183
0
2
0
68
66
0
11
197
0
70
0
0
0
5
0
0
0
231
11
0
86
132
35
13
9
40
22
262
0
62
9
3
3
195
43
121
46
0
382
160
442
0
6
135
33
156
111
29
22
174
79
9
233
50
125
74
0
5
177
214
0
0
199
338
0
22
95
22
0
0
239
43
40
7
22
0
17
0
24
76
23
8
86
174
0
21
0
69
0
0
127
39
0
0
341
0
2
27
68
0
0
155
56
0
0
91
117
17
7
0
376
17
156
49
153
297
0
68
153
11
0
267
98
230
0
214
0
0
80
5
35
33
0
397
66
7
0
0
284
241
77
27
220
28
0
284
282
297
155
35
298
0
76
0
43
0
61
79
219
21
0
37
0
0
49
320
12
82
288
8
106
0
132
0
18
0
151
0
238
41
134
1
4
15
66
79
0
0
41
0
241
23
0
178
7
0
0
95
0
0
0
96
369
137
0
16
28
0
177
187
296
89
0
0
157
103
0
277
13
120
46
186
0
0
0
61
34
22
0
0
214
0
154
40
16
0
15
0
99
0
50
0
432
78
120
0
9
4
56
152
0
192
7
0
0
0
405
0
0
373
180
0
0
0
38
29
0
387
75
327
0
0
9
54
346
12
0
0
42
0
0
72
0
292
80
185
249
84
4
15
89
35
0
31
205
37
171
39
209
17
152
45
337
23
258
0
17
0
78
198
280
29
7
168
85
51
0
62
17
0
7
0
0
113
12
0
32
267
0
190
180
179
113
286
125
0
0
23
322
0
0
5
60
87
77
0
203
0
21
57
0
0
169
0
0
62
102
39
55
312
35
6
0
77
11
633
0
286
38
0
201
240
21
49
146
0
112
0
0
0
0
2
413
0
19
101
169
45
115
280
32
43
8
87
57
68
0
77
168
115
0
21
334
2
0
155
0
0
49
217
154
167
55
0
0
223
1
2
168
253
351
0
258
237
224
81
0
0
77
0
22
206
58
0
235
0
436
28
0
80
0
12
0
28
78
51
214
101
212
457
0
118
65
0
0
0
262
91
2
252
0
281
358
16
0
21
71
47
393
0
20
0
79
0
0
27
0
14
0
29
81
91
0
0
0
121
449
52
3
70
42
24
147
511
467
0
48
67
49
305
114
0
33
46
0
0
7
125
81
18
34
39
160
3
0
0
112
72
0
34
134
404
144
230
94
0
455
13
0
5
37
149
0
3
171
0
195
163
3
329
505
121
0
0
246
167
71
383
45
409
181
121
97
0
48
151
324
78
169
0
18
34
88
217
65
69
158
0
49
193
215
10
45
0
0
31
11
232
33
7
0
198
122
361
310
20
22
0
2
0
36
45
341
0
0
0
201
14
10
390
0
323
0
47
157
113
56
57
0
235
306
124
0
1
112
19
0
0
380
174
231
11
8
30
54
0
74
113
0
18
118
20
0
0
34
102
9
154
12
3
0
20
33
11
12
213
7
131
292
209
7
82
0
60
9
0
0
103
126
51
263
0
120
14
0
469
3
255
9
0
188
0
158
0
11
14
29
212
27
0
7
10
0
48
0
65
0
188
108
176
29
274
0
28
201
237
272
0
117
129
0
0
205
129
0
0
213
32
144
80
27
1
72
36
112
197
96
254
292
315
414
41
0
0
0
444
7
195
116
68
0
156
8
0
9
0
6
43
299
445
128
0
12
1
0
22
8
0
0
0
171
26
51
0
104
25
0
2
80
188
285
43
110
142
139
0
421
0
196
103
85
0
9
90
51
217
39
7
0
445
32
0
272
29
0
0
20
69
83
0
25
300
0
0
66
286
0
37
0
22
0
72
288
0
14
2
36
31
354
23
45
0
435
6
0
47
2
12
0
120
8
221
77
238
32
6
0
0
12
0
9
57
0
1
115
16
185
205
63
0
28
0
115
515
3
23
97
131
304
77
45
74
88
0
36
33
208
75
199
266
0
0
15
0
0
3
0
21
199
0
0
444
0
5
0
413
89
87
60
9
10
0
51
72
43
60
10
14
0
78
11
58
68
1
72
0
161
123
398
0
24
79
64
17
21
46
0
21
10
308
16
201
0
28
81
0
2
164
234
0
489
0
158
340
15
51
107
3
166
506
0
83
0
28
16
24
295
0
41
34
238
609
0
24
131
0
14
428
16
25
251
0
15
77
67
0
55
92
38
295
0
14
164
184
100
334
0
191
0
20
163
39
0
148
127
0
54
0
309
274
18
412
0
68
2
171
166
298
10
431
77
1
0
21
149
0
13
0
5
524
20
57
9
0
0
2
129
48
0
124
10
269
6
258
18
184
186
77
32
154
60
242
0
14
0
128
57
5
291
8
7
318
63
155
49
116
33
46
8
0
138
16
0
0
4
88
2
0
428
57
1
0
3
49
0
0
324
68
134
15
0
315
2
217
10
22
96
145
331
69
196
0
329
55
6
62
148
60
381
0
0
312
283
0
11
2
54
358
0
429
49
0
84
0
19
46
0
0
20
449
0
3
125
0
537
81
198
0
118
69
76
5
0
63
106
154
9
175
43
278
133
284
124
0
259
33
425
37
30
0
173
0
65
201
88
0
64
0
203
246
182
209
20
0
312
236
1
49
6
43
0
32
63
55
20
0
391
0
0
41
10
0
187
196
0
0
340
0
246
226
162
31
32
69
0
374
0
77
14
1
118
81
341
12
26
237
16
0
0
295
125
0
59
106
0
61
18
71
0
172
115
9
0
145
0
200
162
0
0
320
195
225
177
45
15
349
0
25
1
0
0
0
0
0
49
0
0
511
61
246
327
150
68
0
0
3
34
2
427
133
0
257
0
80
252
7
0
43
0
0
225
179
15
6
13
133
33
29
404
4
39
0
313
18
0
14
391
12
311
161
186
400
0
25
0
1
29
23
25
148
83
84
0
0
5
110
207
40
32
0
69
15
0
0
72
0
279
0
197
13
6
98
71
25
0
0
138
43
0
0
59
156
23
0
146
126
0
0
0
0
356
4
245
334
113
455
108
0
46
31
1
0
18
0
3
1
0
14
139
0
0
75
23
342
50
274
0
271
0
58
246
0
210
300
11
134
0
20
87
8
125
233
0
259
0
0
83
1
15
80
0
208
300
0
344
462
20
342
254
210
404
75
2
10
0
23
281
49
15
24
101
133
0
0
193
110
0
5
0
306
0
135
0
310
62
489
202
0
0
12
0
145
7
0
87
104
95
74
262
0
72
